# resBlock1.relu2 (shape [25, 25, 32]),\
0.000,\
42.000,\
3.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
6.000,\
0.000,\
76.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
51.000,\
0.000,\
0.000,\
29.000,\
9.000,\
0.000,\
43.000,\
2.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
4.000,\
0.000,\
70.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
10.000,\
4.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
4.000,\
0.000,\
5.000,\
0.000,\
51.000,\
0.000,\
0.000,\
32.000,\
3.000,\
0.000,\
44.000,\
2.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
8.000,\
0.000,\
69.000,\
0.000,\
21.000,\
0.000,\
0.000,\
0.000,\
7.000,\
11.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
55.000,\
0.000,\
0.000,\
34.000,\
7.000,\
0.000,\
47.000,\
2.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
11.000,\
0.000,\
71.000,\
0.000,\
27.000,\
0.000,\
0.000,\
0.000,\
6.000,\
19.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
6.000,\
0.000,\
4.000,\
0.000,\
63.000,\
0.000,\
0.000,\
36.000,\
6.000,\
0.000,\
45.000,\
5.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
10.000,\
0.000,\
81.000,\
0.000,\
31.000,\
0.000,\
0.000,\
0.000,\
14.000,\
7.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
5.000,\
0.000,\
5.000,\
0.000,\
61.000,\
0.000,\
0.000,\
31.000,\
13.000,\
0.000,\
43.000,\
7.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
7.000,\
0.000,\
76.000,\
0.000,\
29.000,\
0.000,\
0.000,\
0.000,\
14.000,\
2.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
3.000,\
0.000,\
5.000,\
0.000,\
54.000,\
0.000,\
0.000,\
30.000,\
13.000,\
0.000,\
46.000,\
5.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
7.000,\
0.000,\
71.000,\
0.000,\
27.000,\
0.000,\
0.000,\
0.000,\
8.000,\
4.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
52.000,\
0.000,\
0.000,\
32.000,\
12.000,\
0.000,\
49.000,\
3.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
9.000,\
0.000,\
68.000,\
0.000,\
28.000,\
0.000,\
0.000,\
0.000,\
3.000,\
10.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
1.000,\
0.000,\
2.000,\
0.000,\
55.000,\
0.000,\
0.000,\
34.000,\
10.000,\
0.000,\
50.000,\
6.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
4.000,\
0.000,\
67.000,\
0.000,\
24.000,\
0.000,\
0.000,\
0.000,\
2.000,\
4.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
1.000,\
0.000,\
1.000,\
0.000,\
50.000,\
0.000,\
0.000,\
31.000,\
8.000,\
0.000,\
50.000,\
4.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
3.000,\
0.000,\
58.000,\
0.000,\
29.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
2.000,\
0.000,\
4.000,\
0.000,\
43.000,\
0.000,\
0.000,\
31.000,\
13.000,\
0.000,\
51.000,\
9.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
21.000,\
0.000,\
3.000,\
15.000,\
11.000,\
1.000,\
5.000,\
29.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
58.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
58.000,\
0.000,\
4.000,\
52.000,\
8.000,\
0.000,\
40.000,\
32.000,\
0.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
13.000,\
11.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
4.000,\
16.000,\
13.000,\
0.000,\
39.000,\
21.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
56.000,\
0.000,\
0.000,\
0.000,\
0.000,\
7.000,\
0.000,\
4.000,\
0.000,\
31.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
37.000,\
4.000,\
0.000,\
56.000,\
0.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
5.000,\
0.000,\
39.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
37.000,\
10.000,\
0.000,\
54.000,\
3.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
2.000,\
0.000,\
46.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
40.000,\
0.000,\
0.000,\
31.000,\
5.000,\
0.000,\
51.000,\
2.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
6.000,\
0.000,\
51.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
49.000,\
3.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
5.000,\
0.000,\
53.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
52.000,\
0.000,\
0.000,\
36.000,\
2.000,\
0.000,\
50.000,\
5.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
2.000,\
0.000,\
56.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
2.000,\
15.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
46.000,\
0.000,\
0.000,\
35.000,\
1.000,\
0.000,\
51.000,\
1.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
3.000,\
0.000,\
58.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
46.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
2.000,\
0.000,\
56.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
5.000,\
0.000,\
59.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
46.000,\
0.000,\
0.000,\
34.000,\
3.000,\
0.000,\
48.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
7.000,\
0.000,\
66.000,\
0.000,\
16.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
55.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
44.000,\
2.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
5.000,\
0.000,\
73.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
6.000,\
2.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
52.000,\
0.000,\
0.000,\
29.000,\
4.000,\
0.000,\
43.000,\
2.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
5.000,\
0.000,\
73.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
50.000,\
0.000,\
0.000,\
30.000,\
5.000,\
0.000,\
43.000,\
2.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
2.000,\
0.000,\
66.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
42.000,\
0.000,\
0.000,\
30.000,\
2.000,\
0.000,\
44.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
6.000,\
0.000,\
64.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
40.000,\
0.000,\
0.000,\
29.000,\
4.000,\
0.000,\
46.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
9.000,\
0.000,\
67.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
32.000,\
3.000,\
0.000,\
44.000,\
1.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
9.000,\
0.000,\
73.000,\
0.000,\
26.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
50.000,\
0.000,\
0.000,\
29.000,\
10.000,\
0.000,\
46.000,\
4.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
6.000,\
0.000,\
71.000,\
0.000,\
23.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
48.000,\
0.000,\
0.000,\
30.000,\
8.000,\
0.000,\
46.000,\
2.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
6.000,\
0.000,\
69.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
46.000,\
0.000,\
0.000,\
30.000,\
6.000,\
0.000,\
45.000,\
1.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
6.000,\
0.000,\
69.000,\
0.000,\
18.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
31.000,\
5.000,\
0.000,\
44.000,\
0.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
4.000,\
0.000,\
69.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
47.000,\
0.000,\
0.000,\
29.000,\
9.000,\
0.000,\
45.000,\
1.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
5.000,\
0.000,\
68.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
28.000,\
12.000,\
0.000,\
42.000,\
5.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
20.000,\
12.000,\
0.000,\
3.000,\
34.000,\
0.000,\
0.000,\
25.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
3.000,\
0.000,\
11.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
1.000,\
68.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
5.000,\
60.000,\
0.000,\
8.000,\
59.000,\
8.000,\
0.000,\
56.000,\
38.000,\
0.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
35.000,\
15.000,\
0.000,\
0.000,\
16.000,\
0.000,\
23.000,\
9.000,\
0.000,\
13.000,\
0.000,\
4.000,\
0.000,\
7.000,\
21.000,\
15.000,\
0.000,\
53.000,\
28.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
4.000,\
0.000,\
28.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
35.000,\
1.000,\
0.000,\
58.000,\
3.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
3.000,\
0.000,\
42.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
46.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
50.000,\
4.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
4.000,\
0.000,\
49.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
49.000,\
9.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
3.000,\
0.000,\
48.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
44.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
49.000,\
7.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
2.000,\
0.000,\
49.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
43.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
51.000,\
3.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
3.000,\
0.000,\
47.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
43.000,\
0.000,\
0.000,\
35.000,\
2.000,\
0.000,\
55.000,\
3.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
4.000,\
0.000,\
48.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
43.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
52.000,\
1.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
2.000,\
0.000,\
54.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
44.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
48.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
1.000,\
0.000,\
57.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
32.000,\
1.000,\
0.000,\
46.000,\
0.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
5.000,\
0.000,\
62.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
31.000,\
3.000,\
0.000,\
44.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
6.000,\
0.000,\
70.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
52.000,\
0.000,\
0.000,\
32.000,\
3.000,\
0.000,\
40.000,\
0.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
4.000,\
0.000,\
74.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
28.000,\
6.000,\
0.000,\
41.000,\
0.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
4.000,\
0.000,\
73.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
4.000,\
2.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
30.000,\
6.000,\
0.000,\
42.000,\
0.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
1.000,\
0.000,\
73.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
1.000,\
0.000,\
1.000,\
0.000,\
51.000,\
0.000,\
0.000,\
29.000,\
4.000,\
0.000,\
41.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
4.000,\
0.000,\
73.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
53.000,\
0.000,\
0.000,\
31.000,\
3.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
4.000,\
0.000,\
77.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
58.000,\
0.000,\
0.000,\
32.000,\
1.000,\
0.000,\
36.000,\
1.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
6.000,\
0.000,\
75.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
2.000,\
0.000,\
2.000,\
0.000,\
55.000,\
0.000,\
0.000,\
31.000,\
5.000,\
0.000,\
41.000,\
2.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
6.000,\
0.000,\
74.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
1.000,\
0.000,\
1.000,\
0.000,\
53.000,\
0.000,\
0.000,\
31.000,\
6.000,\
0.000,\
40.000,\
2.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
5.000,\
0.000,\
77.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
51.000,\
0.000,\
0.000,\
28.000,\
5.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
5.000,\
0.000,\
79.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
54.000,\
0.000,\
0.000,\
28.000,\
6.000,\
0.000,\
37.000,\
0.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
5.000,\
0.000,\
80.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
56.000,\
0.000,\
0.000,\
28.000,\
11.000,\
0.000,\
38.000,\
3.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
10.000,\
0.000,\
76.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
10.000,\
0.000,\
3.000,\
0.000,\
58.000,\
0.000,\
0.000,\
27.000,\
13.000,\
0.000,\
41.000,\
9.000,\
0.000,\
0.000,\
0.000,\
17.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
2.000,\
23.000,\
11.000,\
2.000,\
4.000,\
40.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
14.000,\
0.000,\
0.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
3.000,\
39.000,\
0.000,\
9.000,\
51.000,\
1.000,\
0.000,\
56.000,\
32.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
9.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
7.000,\
20.000,\
7.000,\
0.000,\
53.000,\
22.000,\
0.000,\
0.000,\
0.000,\
3.000,\
0.000,\
5.000,\
0.000,\
29.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
21.000,\
0.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
1.000,\
38.000,\
0.000,\
0.000,\
59.000,\
5.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
5.000,\
0.000,\
40.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
47.000,\
0.000,\
0.000,\
36.000,\
0.000,\
0.000,\
54.000,\
10.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
3.000,\
0.000,\
42.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
33.000,\
0.000,\
0.000,\
55.000,\
9.000,\
0.000,\
0.000,\
0.000,\
23.000,\
0.000,\
1.000,\
0.000,\
43.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
23.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
4.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
34.000,\
2.000,\
0.000,\
55.000,\
5.000,\
0.000,\
0.000,\
0.000,\
21.000,\
0.000,\
3.000,\
0.000,\
44.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
28.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
42.000,\
0.000,\
0.000,\
33.000,\
5.000,\
0.000,\
52.000,\
4.000,\
0.000,\
0.000,\
0.000,\
14.000,\
0.000,\
3.000,\
0.000,\
48.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
30.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
40.000,\
0.000,\
0.000,\
32.000,\
6.000,\
0.000,\
49.000,\
0.000,\
0.000,\
0.000,\
0.000,\
11.000,\
0.000,\
3.000,\
0.000,\
55.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
32.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
45.000,\
0.000,\
0.000,\
34.000,\
4.000,\
0.000,\
46.000,\
0.000,\
0.000,\
0.000,\
0.000,\
13.000,\
0.000,\
4.000,\
0.000,\
62.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
49.000,\
0.000,\
0.000,\
32.000,\
6.000,\
0.000,\
43.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
5.000,\
0.000,\
68.000,\
0.000,\
8.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
2.000,\
0.000,\
0.000,\
0.000,\
51.000,\
0.000,\
0.000,\
30.000,\
8.000,\
0.000,\
41.000,\
1.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
6.000,\
0.000,\
73.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
4.000,\
0.000,\
